NAME,total_housing_units,built_2020_or_later,built_2010_to_2019,built_2000_to_2009,built_1990_to_1999,built_1980_to_1989,built_1970_to_1979,built_1960_to_1969,built_1950_to_1959,built_1940_to_1949,median_year_year_built,state,county
"Saguache County, Colorado",3838,5,149,1079,528,414,606,230,238,87,1986,08,109
"San Juan County, Colorado",720,26,3,66,32,179,130,15,4,0,1976,08,111
"San Miguel County, Colorado",6606,13,590,1440,1765,1250,865,207,50,54,1993,08,113
"Sedgwick County, Colorado",1184,0,26,37,96,72,145,97,166,159,1953,08,115
"Summit County, Colorado",31849,343,1824,5088,7826,6356,8518,1202,358,3,1989,08,117
"Teller County, Colorado",13516,75,810,2457,3066,2879,2449,552,217,142,1989,08,119
"Washington County, Colorado",2280,22,76,150,179,206,261,246,256,184,1960,08,121
"Weld County, Colorado",125033,4686,25289,31831,16185,8540,17120,6396,4558,2198,2000,08,123
"Yuma County, Colorado",4324,0,156,453,260,488,708,330,435,265,1967,08,125
"Capitol Planning Region, Connecticut",415269,1566,16959,26176,31067,53601,54681,58758,69489,27309,1966,09,110
"Greater Bridgeport Planning Region, Connecticut",125678,612,3685,4342,6689,12585,15885,16767,21859,12910,1959,09,120
"Lower Connecticut River Valley Planning Region, Connecticut",82771,175,3477,7430,7889,12183,12492,9690,8953,3834,1972,09,130
"Naugatuck Valley Planning Region, Connecticut",191984,675,6017,13511,15364,28343,30069,22482,25910,11778,1969,09,140
"Northeastern Connecticut Planning Region, Connecticut",41629,219,1611,4710,4496,5997,5597,4107,3681,1474,1973,09,150
"Northwest Hills Planning Region, Connecticut",55665,358,1382,4662,4250,7867,7458,4884,6161,3181,1966,09,160
"South Central Connecticut Planning Region, Connecticut",247217,675,8328,13506,18135,31041,30940,31415,38389,16980,1963,09,170
"Southeastern Connecticut Planning Region, Connecticut",125728,461,4908,11738,10663,15832,17530,15671,14279,5250,1969,09,180
"Western Connecticut Planning Region, Connecticut",250108,1609,20179,22355,18064,30084,35959,35033,33158,13126,1971,09,190
"Kent County, Delaware",74997,1230,10146,18286,10701,8513,9307,5764,4445,1404,1993,10,001
"New Castle County, Delaware",235057,1883,17014,25588,30024,27638,29395,31510,33364,13236,1975,10,003
"Sussex County, Delaware",147904,5376,28447,37360,21615,18587,15389,6618,5476,2431,1999,10,005
"District of Columbia, District of Columbia",356101,6021,44599,27514,10776,16896,23881,35264,41420,36715,1957,11,001
"Alachua County, Florida",125702,2199,12348,21057,20686,24485,21299,11351,6495,2449,1987,12,001
"Baker County, Florida",10013,75,1228,2611,1708,1360,1920,524,218,119,1994,12,003
"Bay County, Florida",106209,2985,11918,24340,17409,23199,12390,5228,4204,2869,1992,12,005
"Bradford County, Florida",10826,200,739,1626,1876,1925,1589,1461,755,298,1985,12,007
"Brevard County, Florida",294461,4498,21422,56114,44015,71031,33996,40817,18419,1906,1987,12,009
"Broward County, Florida",863128,6957,48472,90106,125913,157279,224504,116899,76663,9881,1980,12,011
"Calhoun County, Florida",5663,192,399,760,1188,958,522,793,484,144,1987,12,013
"Charlotte County, Florida",114821,2690,9795,25760,18511,28879,18504,7001,2995,412,1990,12,015
"Citrus County, Florida",83417,1401,6450,16318,14974,22723,15137,4141,1507,486,1989,12,017
"Clay County, Florida",87165,2235,9875,22616,16422,15915,11464,4702,2144,1044,1995,12,019
"Collier County, Florida",234732,5730,32543,55064,56623,45323,27443,8373,2502,510,1996,12,021
"Columbia County, Florida",30066,587,2662,6077,6653,4601,4866,1906,1253,787,1991,12,023
"DeSoto County, Florida",15713,141,1531,3651,2245,2972,2390,998,946,225,1989,12,027
"Dixie County, Florida",9365,121,419,1278,2283,2431,1233,640,617,129,1988,12,029
"Duval County, Florida",445946,10542,46624,76597,57921,71533,54261,42257,45863,18269,1986,12,031
"Escambia County, Florida",147678,2530,13979,20431,20390,24790,25490,14176,14578,5989,1983,12,033
"Flagler County, Florida",58520,1687,7572,22942,11342,9649,4015,519,561,44,2001,12,035
"Franklin County, Florida",8476,81,482,1614,1332,1952,998,576,376,469,1986,12,037
"Gadsden County, Florida",19100,260,802,3150,3109,3149,2661,1902,2410,806,1983,12,039
"Gilchrist County, Florida",7697,295,1136,1742,1963,975,857,369,126,161,1997,12,041
"Glades County, Florida",6612,45,462,1136,1480,1638,1161,420,170,73,1989,12,043
"Gulf County, Florida",9142,229,1397,2399,1338,1566,802,559,506,59,1996,12,045
"Hamilton County, Florida",5638,48,479,944,1254,1011,582,524,385,119,1989,12,047
"Hardee County, Florida",9884,54,741,1672,1890,1126,2041,1031,395,212,1985,12,049
"Hendry County, Florida",15639,438,1602,2508,3241,3345,2584,797,774,236,1990,12,051
"Hernando County, Florida",90991,956,6303,22027,16219,27897,11517,3268,1762,619,1990,12,053
"Highlands County, Florida",58086,342,2726,8872,11233,16492,10494,3334,2653,1004,1986,12,055
"Hillsborough County, Florida",618220,12406,90961,117194,90053,113696,81268,45419,37959,11570,1990,12,057
"Holmes County, Florida",8642,95,559,961,1690,1531,1732,1077,518,204,1983,12,059
"Indian River County, Florida",85093,1432,8029,21419,12322,19875,12332,4863,3533,318,1991,12,061
"Jackson County, Florida",20061,244,1070,2652,3436,3139,3642,2111,2117,716,1982,12,063
"Jefferson County, Florida",6815,126,607,1168,1255,1100,1039,543,163,488,1988,12,065
"Lafayette County, Florida",3334,25,259,591,764,522,414,309,247,61,1989,12,067
"Lake County, Florida",182666,4411,29599,42999,34583,27399,19402,10024,8341,2067,1996,12,069
"Lee County, Florida",430243,8344,49126,125836,69652,88197,55599,21491,7649,1800,1995,12,071
"Leon County, Florida",135906,1114,12540,23562,25270,26435,23489,10840,7900,2682,1988,12,073
"Levy County, Florida",21197,315,1604,4548,4785,3725,3507,1311,568,356,1991,12,075
"Liberty County, Florida",3209,28,299,635,782,474,257,393,204,82,1992,12,077
"Madison County, Florida",8392,55,511,1477,1672,1387,968,554,607,418,1987,12,079
"Manatee County, Florida",214510,6903,34591,37783,26697,35630,35704,18686,12785,2219,1990,12,081
"Marion County, Florida",183453,4174,14983,45139,34035,39674,25186,10367,5340,2096,1992,12,083
"Martin County, Florida",82297,851,4706,13363,12637,23709,17264,4851,3075,609,1986,12,085
"Miami-Dade County, Florida",1085414,11618,97953,138035,128404,159359,186387,134728,143699,50776,1980,12,086
"Monroe County, Florida",54418,655,4344,4759,7385,12029,11749,5523,3722,1014,1982,12,087
"Nassau County, Florida",43565,2436,7827,9779,7988,6706,4556,1505,1316,723,1998,12,089
"Okaloosa County, Florida",102475,1939,12442,18927,18338,19697,15742,9195,4334,1112,1990,12,091
"Okeechobee County, Florida",18532,283,1135,3057,3820,4519,3948,1015,467,68,1988,12,093
"Orange County, Florida",576450,10439,88391,120579,98954,101952,64080,37772,37230,8682,1993,12,095
"Osceola County, Florida",164195,5905,34538,46637,32464,26827,9772,3448,2009,947,2001,12,097
"Palm Beach County, Florida",713855,7753,49755,113038,113355,189077,132044,54351,34327,8061,1986,12,099
"Pasco County, Florida",265118,7776,32233,55845,38817,51168,55772,14489,5588,1586,1991,12,101
"Pinellas County, Florida",518180,3228,22749,34837,48698,102349,134143,66914,72404,14766,1976,12,103
"Polk County, Florida",329750,9073,39838,70459,49412,55925,48115,21864,19728,5621,1991,12,105
"Putnam County, Florida",36614,473,2211,5012,5856,8610,5533,3934,2271,616,1984,12,107
"St. Johns County, Florida",127144,7760,30464,32371,18090,19734,9502,3050,2208,621,2002,12,109
"St. Lucie County, Florida",154930,5421,15679,41472,23961,35967,17811,6250,5326,1719,1994,12,111
"Santa Rosa County, Florida",78275,2609,13409,18039,15543,12404,8102,4068,2912,608,1997,12,113
"Sarasota County, Florida",260272,6287,27941,46340,35001,49268,51042,22575,15950,2549,1987,12,115
"Seminole County, Florida",197167,2251,19095,31071,34588,51432,36942,10895,7206,1172,1988,12,117
"Sumter County, Florida",80371,3466,23482,28416,10836,6096,4078,1547,1260,462,2005,12,119
"Suwannee County, Florida",19063,38,1820,3077,4939,3530,2838,777,690,623,1991,12,121
"Taylor County, Florida",11177,110,533,1825,2156,2216,1459,966,875,305,1986,12,123
"Union County, Florida",4772,82,495,893,1057,864,643,250,182,74,1991,12,125
"Volusia County, Florida",277851,4898,20759,47094,39390,67246,47994,20478,19692,4408,1986,12,127
"Wakulla County, Florida",14184,543,1438,4216,3396,2048,1119,523,719,79,1997,12,129
"Walton County, Florida",58894,1603,11580,16918,12209,8477,4081,1641,1255,470,2000,12,131
"Washington County, Florida",10962,87,808,1800,2233,1805,1897,934,587,403,1987,12,133
"Appling County, Georgia",8526,71,602,798,1916,1491,1193,1256,416,509,1984,13,001
"Atkinson County, Georgia",3509,0,404,499,916,517,370,187,221,160,1991,13,003
"Bacon County, Georgia",4830,18,352,923,817,528,835,458,321,333,1984,13,005
"Baker County, Georgia",1419,5,114,137,288,121,197,257,36,79,1978,13,007
"Baldwin County, Georgia",20180,186,1261,3615,3635,3299,3199,2276,1152,708,1986,13,009
"Banks County, Georgia",7373,64,723,1730,1399,1387,711,501,252,276,1992,13,011
"Barrow County, Georgia",31298,961,4038,10823,6397,3660,1887,1321,1017,533,2000,13,013
"Bartow County, Georgia",43877,1716,3948,9403,9720,7444,4041,2749,1676,1590,1993,13,015
"Ben Hill County, Georgia",8135,14,503,1092,1437,1165,1051,992,902,136,1981,13,017
"Berrien County, Georgia",8065,120,638,1487,1642,1206,1073,479,865,87,1989,13,019
"Bibb County, Georgia",71869,472,5373,7687,9445,8881,10445,10120,9368,3654,1976,13,021
"Bleckley County, Georgia",5235,29,309,962,626,913,940,712,473,132,1982,13,023
"Brantley County, Georgia",8237,24,636,2186,1797,1170,1111,585,433,83,1993,13,025
"Brooks County, Georgia",7342,16,554,977,1448,1407,1000,728,317,457,1985,13,027
"Bryan County, Georgia",17325,1085,5001,4116,3204,2101,922,263,136,421,2004,13,029
"Bulloch County, Georgia",33607,330,4569,7939,6658,4469,3693,2612,1543,604,1994,13,031
"Burke County, Georgia",11201,172,1275,1411,1863,1565,2272,823,650,532,1984,13,033
"Butts County, Georgia",9640,63,506,2794,2278,977,1417,580,476,158,1994,13,035
"Calhoun County, Georgia",2033,0,150,197,307,260,348,150,149,246,1977,13,037
"Camden County, Georgia",23192,499,2234,5639,5574,4714,1812,1001,1136,242,1994,13,039
"Candler County, Georgia",4653,8,259,658,1197,628,812,314,167,270,1987,13,043
"Carroll County, Georgia",47170,921,2684,11509,8936,7844,6854,3109,1809,1435,1991,13,045
"Catoosa County, Georgia",28275,465,1980,7027,5795,3153,4192,2532,1347,899,1992,13,047
"Charlton County, Georgia",4708,42,275,673,1037,888,468,501,261,58,1986,13,049
"Chatham County, Georgia",135983,2204,17855,23101,15864,17590,16740,10514,12983,6186,1985,13,051
"Chattahoochee County, Georgia",2902,0,183,411,205,538,585,284,177,46,1978,13,053
"Chattooga County, Georgia",10883,171,343,1132,1802,1471,1824,1223,1256,752,1977,13,055
"Cherokee County, Georgia",103923,2633,18623,31137,23049,15869,7339,2169,1064,597,2000,13,057
"Clarke County, Georgia",56913,930,5031,10692,9431,8300,8148,6747,3251,1538,1987,13,059
"Clay County, Georgia",1936,0,124,334,394,312,268,141,102,38,1986,13,061
"Clayton County, Georgia",114818,1176,7668,25513,19253,19908,20878,11844,5659,1621,1988,13,063
"Clinch County, Georgia",3031,34,181,366,323,552,471,212,400,315,1979,13,065
"Cobb County, Georgia",311556,3575,29946,56420,58922,75520,46110,23511,12368,2533,1989,13,067
"Coffee County, Georgia",17426,137,1483,2256,4207,2933,2633,1668,811,362,1988,13,069
"Colquitt County, Georgia",19288,140,1064,3460,4121,2719,2725,1573,1618,911,1987,13,071
"Columbia County, Georgia",60412,1627,13720,12179,11649,9823,7339,2095,1309,254,1998,13,073
"Cook County, Georgia",7399,45,364,1232,1361,1089,1238,887,534,174,1984,13,075
"Coweta County, Georgia",58186,1361,9176,15084,14264,6806,4483,2373,1327,952,1998,13,077
"Crawford County, Georgia",5215,0,364,1054,1409,834,686,340,236,27,1992,13,079
"Crisp County, Georgia",9902,119,567,1436,1774,1455,1663,1130,1121,338,1983,13,081
"Dade County, Georgia",7413,31,644,1431,1378,1073,1278,743,474,199,1988,13,083
"Dawson County, Georgia",12531,559,2161,2827,2764,2107,1058,540,216,122,1997,13,085
"Decatur County, Georgia",13106,54,1124,1619,3116,2027,1786,802,753,609,1987,13,087
"DeKalb County, Georgia",328614,3755,26255,52613,44086,52537,55630,44149,30044,9046,1983,13,089
"Dodge County, Georgia",8584,83,379,1108,1422,1445,1410,1010,984,460,1981,13,091
"Dooly County, Georgia",4796,60,217,380,1000,718,1133,417,233,123,1980,13,093
"Dougherty County, Georgia",40631,133,1781,3499,5498,5261,8602,6679,5616,2124,1975,13,095
"Douglas County, Georgia",55208,511,4290,18527,9886,7983,8674,2949,1413,441,1996,13,097
"Early County, Georgia",4933,10,278,661,1006,800,708,496,259,307,1984,13,099
"Echols County, Georgia",1474,16,144,199,381,218,316,88,94,4,1990,13,101
"Effingham County, Georgia",25256,680,5268,7388,4400,2940,1984,1239,358,237,2001,13,103
"Elbert County, Georgia",9370,100,495,942,1398,1597,1274,1221,1058,490,1979,13,105
"Emanuel County, Georgia",9990,29,617,1395,1440,1735,2015,972,728,264,1981,13,107
"Evans County, Georgia",4676,19,222,907,923,709,717,452,258,174,1986,13,109
"Fannin County, Georgia",18128,175,2194,4862,3025,2872,2104,824,629,727,1994,13,111
"Fayette County, Georgia",45896,837,4364,9206,11818,11415,6285,1333,117,194,1993,13,113
"Floyd County, Georgia",40763,258,2546,4998,5384,5434,7010,5033,4304,2641,1977,13,115
"Forsyth County, Georgia",90537,3099,23596,28608,22030,6984,3124,1350,956,242,2004,13,117
"Franklin County, Georgia",10767,101,860,1897,2346,1808,1485,739,678,459,1989,13,119
"Fulton County, Georgia",500404,8598,72420,110100,75071,67797,47703,42502,29520,15044,1992,13,121
"Gilmer County, Georgia",18159,123,1532,6050,4820,2563,1092,725,599,183,1997,13,123
"Glascock County, Georgia",1412,18,49,363,245,149,119,85,172,35,1988,13,125
"Glynn County, Georgia",42928,410,3702,8255,7442,6536,5363,4023,3343,1668,1987,13,127
"Gordon County, Georgia",23210,250,1437,4539,4296,3037,4303,2875,1023,459,1986,13,129
"Grady County, Georgia",11601,91,1096,1933,2756,1267,1559,1064,707,603,1990,13,131
"Greene County, Georgia",10503,304,1862,2246,1968,1126,943,397,425,373,1996,13,133
"Gwinnett County, Georgia",336078,5575,39566,84360,84190,74931,32387,8892,3550,1153,1995,13,135
"Habersham County, Georgia",18774,220,782,4477,4741,3156,2104,1158,1167,469,1992,13,137
"Hall County, Georgia",79233,2631,10852,19332,14696,11317,8553,4991,3452,1215,1995,13,139
"Hancock County, Georgia",4945,31,245,683,1465,931,683,344,250,71,1989,13,141
"Haralson County, Georgia",12573,80,654,2510,2800,1843,1648,1171,830,502,1989,13,143
"Harris County, Georgia",14506,251,1795,3856,3412,1720,1576,580,481,167,1996,13,145
"Hart County, Georgia",13019,202,893,2087,2574,2114,1999,1188,999,356,1986,13,147
"Heard County, Georgia",4797,4,243,626,968,984,652,436,390,137,1984,13,149
"Henry County, Georgia",89281,1886,12785,30605,22785,11674,5138,2188,907,344,2000,13,151
"Houston County, Georgia",68336,1106,10709,14701,11997,9601,7189,7414,3764,839,1994,13,153
"Irwin County, Georgia",4185,16,196,304,894,788,871,162,257,345,1981,13,155
"Jackson County, Georgia",29389,1723,5137,8753,4923,3180,2533,1336,471,295,2001,13,157
"Jasper County, Georgia",6452,165,340,1447,1291,984,818,470,366,93,1990,13,159
"Jeff Davis County, Georgia",6379,30,345,852,1657,786,1247,579,534,153,1986,13,161
"Jefferson County, Georgia",7165,72,368,795,1301,1271,1012,832,617,198,1982,13,163
"Jenkins County, Georgia",4427,28,124,532,1013,447,975,425,440,215,1979,13,165
"Johnson County, Georgia",3571,39,192,412,835,534,452,390,236,147,1984,13,167
"Jones County, Georgia",11759,106,852,2536,2359,2156,2061,738,380,205,1990,13,169
"Lamar County, Georgia",7738,127,327,1787,1429,774,1246,741,385,133,1987,13,171
"Lanier County, Georgia",4134,37,504,1063,805,643,240,292,104,72,1994,13,173
"Laurens County, Georgia",22008,112,1267,3885,4953,3625,2968,2061,1707,697,1988,13,175
"Lee County, Georgia",12862,169,2359,3135,3172,1841,1313,554,81,49,1998,13,177
"Liberty County, Georgia",27228,470,3990,4383,6889,5143,3920,1043,849,128,1993,13,179
"Lincoln County, Georgia",4487,44,259,443,941,869,829,553,212,120,1984,13,181
"Long County, Georgia",6605,344,1577,1132,1095,1032,412,431,266,200,1998,13,183
"Lowndes County, Georgia",50323,511,6168,10663,9644,7565,6851,3218,3270,1030,1992,13,185
"Lumpkin County, Georgia",13325,109,1344,4174,3325,1955,1364,469,300,144,1997,13,187
"McDuffie County, Georgia",9466,59,591,1086,1918,1984,1762,964,717,86,1985,13,189
"McIntosh County, Georgia",6796,126,631,2157,1648,615,496,432,314,157,1997,13,191
"Macon County, Georgia",5148,5,150,525,940,788,1176,392,565,131,1979,13,193
"Madison County, Georgia",12371,313,789,2381,2691,1927,1845,1013,508,205,1990,13,195
"Marion County, Georgia",3541,16,113,1098,827,401,553,287,134,13,1993,13,197
"Meriwether County, Georgia",9642,63,316,1308,2233,1433,1608,589,927,167,1984,13,199
"Miller County, Georgia",2851,12,294,348,364,311,495,432,171,260,1978,13,201
"Mitchell County, Georgia",9042,29,497,1137,1446,1242,1720,1058,617,631,1979,13,205
"Monroe County, Georgia",11354,285,1248,3002,2287,1726,983,462,749,292,1995,13,207
"Montgomery County, Georgia",3776,47,301,594,974,396,514,311,189,113,1990,13,209
"Morgan County, Georgia",8699,192,1056,1922,1905,949,842,500,380,292,1994,13,211
"Murray County, Georgia",16163,164,1157,3694,4394,2679,1887,904,424,362,1993,13,213
"Muscogee County, Georgia",91288,487,6995,13163,11140,10722,14274,13119,10842,4917,1978,13,215
"Newton County, Georgia",42836,1009,3397,14978,10038,4354,3977,2126,862,704,1998,13,217
"Oconee County, Georgia",15384,342,2900,3288,3269,2482,1607,394,285,171,1996,13,219
"Oglethorpe County, Georgia",6450,22,564,1295,1120,967,1267,506,188,53,1988,13,221
"Paulding County, Georgia",61504,1663,9741,22423,14315,6640,3569,1037,969,321,2001,13,223
"Peach County, Georgia",12114,153,1139,1783,2341,1508,2263,755,1158,243,1986,13,225
"Pickens County, Georgia",15245,275,1060,4258,3987,2193,1253,908,458,272,1995,13,227
"Pierce County, Georgia",8459,92,685,1353,1998,1664,1268,729,238,299,1989,13,229
"Pike County, Georgia",7262,157,719,1785,1401,919,741,371,185,99,1993,13,231
"Polk County, Georgia",17301,24,1022,3377,2673,2371,2482,1434,1084,951,1983,13,233
"Pulaski County, Georgia",4240,52,245,628,651,718,519,707,293,182,1982,13,235
"Putnam County, Georgia",13341,163,1073,2545,2993,3079,1209,1042,583,100,1990,13,237
"Quitman County, Georgia",1715,0,157,235,382,373,247,94,117,17,1988,13,239
"Rabun County, Georgia",12142,165,624,2342,2199,2473,1986,913,550,355,1987,13,241
"Randolph County, Georgia",3573,0,55,376,943,400,606,295,263,38,1980,13,243
"Richmond County, Georgia",92652,1245,9595,8344,12767,14354,14846,10968,9708,3713,1980,13,245
"Rockdale County, Georgia",35822,433,2068,8192,5899,7701,6355,2844,1234,191,1988,13,247
"Schley County, Georgia",1985,8,190,469,440,190,264,191,91,23,1993,13,249
"Screven County, Georgia",6545,70,190,715,1304,1203,849,732,429,428,1982,13,251
"Seminole County, Georgia",5061,9,210,517,1074,752,1290,759,184,106,1980,13,253
"Spalding County, Georgia",28338,418,2406,4837,4143,4059,4594,2583,2399,1554,1984,13,255
"Stephens County, Georgia",12344,40,467,1561,2420,2446,1993,1249,1241,452,1983,13,257
